draw date,n1,n2,n3,n4,n5,pb
03/27/2007,18,25,34,35,42,6
03/23/2007,18,21,35,51,53,36
03/20/2007,7,21,46,49,55,15
03/16/2007,17,25,36,40,43,9
03/13/2007,7,11,16,38,49,35
03/09/2007,10,13,25,42,43,30
03/06/2007,16,22,29,39,42,20
03/02/2007,14,21,33,35,51,43
02/27/2007,18,31,44,45,48,18
02/23/2007,3,18,21,38,50,43
02/20/2007,1,9,26,46,51,11
02/16/2007,17,35,40,46,48,41
02/13/2007,3,9,24,29,41,41
02/09/2007,32,39,46,48,49,41
02/06/2007,16,21,35,36,46,38
02/02/2007,22,33,35,40,53,15
01/30/2007,14,18,44,52,56,25
01/26/2007,16,17,36,49,54,14
01/23/2007,3,5,15,26,53,35
01/19/2007,4,28,30,31,35,17
01/16/2007,4,8,15,33,52,10
01/12/2007,12,14,26,40,42,22
01/09/2007,7,11,26,38,54,13
01/05/2007,2,12,44,46,51,6
01/02/2007,9,10,38,51,53,1
12/29/2006,3,4,10,39,50,29
12/26/2006,7,12,25,44,53,3
12/22/2006,5,12,15,25,34,43
12/19/2006,9,32,37,42,48,7
12/15/2006,6,7,17,28,40,39
12/12/2006,20,30,31,35,49,23
12/08/2006,1,15,29,32,45,8
12/05/2006,6,9,13,43,46,45
12/01/2006,16,22,23,37,53,35
11/28/2006,7,14,24,41,56,7
11/24/2006,14,35,40,47,48,35
11/21/2006,7,13,20,42,47,9
11/17/2006,5,19,25,30,50,42
11/14/2006,9,20,24,25,36,23
11/10/2006,11,42,52,53,55,28
11/07/2006,13,22,33,51,52,42
11/03/2006,8,10,22,25,55,22
10/31/2006,5,34,40,45,46,21
10/27/2006,15,22,26,30,32,31
10/24/2006,5,25,41,48,51,35
10/20/2006,9,13,23,29,54,34
10/17/2006,6,18,20,28,38,37
10/13/2006,24,27,42,47,50,8
10/10/2006,14,30,35,40,43,2
10/06/2006,1,11,20,21,46,18
10/03/2006,6,19,32,33,40,39
09/29/2006,3,25,43,45,55,40
09/26/2006,3,6,38,42,45,30
09/22/2006,7,12,17,22,43,16
09/19/2006,2,19,44,45,56,43
09/15/2006,6,26,33,39,55,1
09/12/2006,3,16,25,30,44,42
09/08/2006,9,17,34,52,53,2
09/05/2006,1,32,36,42,53,4
09/01/2006,5,6,51,53,55,12
08/29/2006,15,25,37,38,52,4
08/25/2006,17,24,35,46,54,33
08/22/2006,3,4,5,7,36,16
08/18/2006,5,12,13,46,50,10
08/15/2006,10,12,22,44,48,16
08/11/2006,14,16,38,40,49,29
08/08/2006,1,5,13,18,33,30
08/04/2006,2,24,31,50,55,44
08/01/2006,14,29,32,43,49,14
07/28/2006,2,13,23,32,35,4
07/25/2006,7,21,24,41,51,10
07/21/2006,18,26,35,36,43,24
07/18/2006,12,13,29,49,52,20
07/14/2006,13,25,26,28,56,39
07/11/2006,5,14,34,36,52,42
07/07/2006,7,15,27,46,56,39
07/04/2006,9,15,31,42,45,41
06/30/2006,20,40,46,48,54,27
06/27/2006,2,14,20,29,44,32
06/23/2006,13,17,24,34,56,24
06/20/2006,11,21,37,53,54,12
06/16/2006,27,30,36,38,45,13
06/13/2006,1,20,23,24,33,29
06/09/2006,8,17,18,26,47,37
06/06/2006,5,29,35,52,53,9
06/02/2006,3,10,18,36,38,41
05/30/2006,2,13,28,34,45,36
05/26/2006,12,14,20,47,48,24
05/23/2006,17,21,28,48,54,1
05/19/2006,5,12,31,51,56,1
05/16/2006,7,24,40,48,50,15
05/12/2006,6,36,39,45,52,45
05/09/2006,7,15,24,43,44,22
05/05/2006,8,20,39,53,55,10
05/02/2006,7,11,22,27,31,33
04/28/2006,16,29,32,36,55,12
04/25/2006,1,20,32,37,39,9
04/21/2006,2,4,7,27,41,4
04/18/2006,13,14,25,34,50,6
04/14/2006,8,10,18,29,33,10
04/11/2006,2,12,45,46,56,20
04/07/2006,1,18,31,46,52,37
04/04/2006,9,25,48,51,56,7
03/31/2006,4,7,19,50,52,15
03/28/2006,14,18,35,39,49,14
03/24/2006,1,2,17,47,49,19
03/21/2006,4,16,17,28,31,8
03/17/2006,8,11,23,48,52,5
03/14/2006,27,28,30,42,50,22
03/10/2006,4,17,18,51,54,31
03/07/2006,15,27,36,38,42,32
03/03/2006,25,29,38,39,46,4
02/28/2006,2,4,35,36,48,22
02/24/2006,3,5,12,16,34,27
02/21/2006,14,23,27,36,45,36
02/17/2006,16,25,31,43,46,28
02/14/2006,27,36,43,49,54,33
02/10/2006,24,39,40,43,46,2
02/07/2006,2,16,25,30,48,26
02/03/2006,29,31,32,41,52,42
01/31/2006,1,35,53,54,56,44
01/27/2006,2,7,8,18,29,46
01/24/2006,31,34,36,51,55,4
01/20/2006,18,22,28,44,53,46
01/17/2006,24,32,37,39,40,44
01/13/2006,5,21,27,44,53,36
01/10/2006,7,27,32,37,38,30
01/06/2006,8,11,28,37,53,12
01/03/2006,15,19,20,32,38,21
12/30/2005,14,20,25,40,44,37
12/27/2005,11,24,27,49,55,23
12/23/2005,10,37,39,49,54,8
12/20/2005,6,20,23,40,56,36
12/16/2005,14,25,26,31,56,17
12/13/2005,9,10,12,22,41,4
12/09/2005,14,15,31,32,43,20
12/06/2005,6,10,26,30,33,16
12/02/2005,3,12,21,38,44,45
11/29/2005,7,8,47,51,52,5
11/25/2005,5,25,31,33,34,41
11/22/2005,9,22,37,41,43,30
11/18/2005,8,18,21,42,46,11
11/15/2005,2,4,5,40,48,7
11/11/2005,9,14,34,50,51,40
11/08/2005,8,16,21,25,27,16
11/04/2005,7,9,41,53,54,38
11/01/2005,5,18,21,28,36,20
10/28/2005,8,17,25,28,53,1
10/25/2005,7,12,18,31,55,30
10/21/2005,11,17,28,29,36,42
10/18/2005,3,12,16,32,33,15
10/14/2005,6,20,24,25,34,44
10/11/2005,24,30,42,53,54,20
10/07/2005,2,4,23,27,36,37
10/04/2005,12,24,28,29,36,41
09/30/2005,1,3,14,30,52,10
09/27/2005,14,17,26,27,28,5
09/23/2005,6,7,20,41,51,38
09/20/2005,35,36,40,42,52,45
09/16/2005,5,16,41,46,50,1
09/13/2005,13,24,44,48,52,30
09/09/2005,15,28,43,51,52,11
09/06/2005,1,8,27,31,50,40
09/02/2005,1,4,14,45,53,33
08/30/2005,19,32,42,49,56,29
08/26/2005,5,20,38,47,54,35
08/23/2005,6,7,8,13,40,12
08/19/2005,2,13,18,36,46,36
08/16/2005,9,15,20,24,55,3
08/12/2005,8,37,38,45,54,21
08/09/2005,13,35,36,43,52,5
08/05/2005,3,5,48,50,53,4
08/02/2005,17,22,39,50,52,46
07/29/2005,4,16,23,25,40,22
07/26/2005,1,10,18,29,55,8
07/22/2005,7,18,27,35,54,34
07/19/2005,7,13,48,51,54,11
07/15/2005,9,13,25,36,48,2
07/12/2005,5,17,32,39,53,36
07/08/2005,9,23,45,48,50,3
07/05/2005,22,38,48,50,55,29
07/01/2005,14,25,41,42,50,40
06/28/2005,2,20,37,43,46,4
06/24/2005,14,43,44,50,56,7
06/21/2005,9,13,40,46,50,30
06/17/2005,16,35,40,49,50,34
06/14/2005,1,10,29,48,49,36
06/10/2005,14,29,31,37,50,34
06/07/2005,7,14,28,46,47,25
06/03/2005,4,6,14,28,47,42
05/31/2005,5,13,22,37,38,11
05/27/2005,7,17,22,34,50,24
05/24/2005,9,28,39,40,45,24
05/20/2005,3,6,27,40,44,9
05/17/2005,7,9,10,29,44,17
05/13/2005,21,23,27,33,39,8
05/10/2005,11,25,38,40,42,40
05/06/2005,7,12,25,50,51,19
05/03/2005,7,17,42,46,52,47
04/29/2005,2,5,7,28,46,21
04/26/2005,18,22,33,34,42,16
04/22/2005,23,25,43,46,49,26
04/19/2005,5,6,14,42,47,3
04/15/2005,25,26,37,39,49,29
04/12/2005,15,20,43,47,50,24
04/08/2005,5,13,17,33,35,35
04/05/2005,4,19,45,51,52,22
04/01/2005,11,19,28,32,45,10
03/29/2005,7,17,18,30,42,38
03/25/2005,11,18,19,45,49,2
03/22/2005,6,11,27,37,43,34
03/18/2005,2,9,28,29,48,33
03/15/2005,14,26,27,34,44,27
03/11/2005,18,19,31,35,36,17
03/08/2005,8,14,15,22,31,13
03/04/2005,7,10,13,35,39,21
03/01/2005,1,8,18,39,48,1
02/25/2005,4,13,37,38,50,24
02/22/2005,15,18,28,41,45,27
02/18/2005,1,19,31,35,42,34
02/15/2005,3,16,20,21,38,10
02/11/2005,6,14,21,24,50,28
02/08/2005,8,11,14,23,25,21
02/04/2005,3,12,14,30,52,34
02/01/2005,3,17,21,42,44,35
01/28/2005,25,31,39,47,52,43
01/25/2005,2,10,21,25,45,22
01/21/2005,17,27,39,40,41,21
01/18/2005,10,23,28,39,51,5
01/14/2005,15,19,24,40,47,50
01/11/2005,2,23,24,35,45,18
01/07/2005,2,8,14,15,51,38
01/04/2005,3,6,7,12,32,30
12/31/2004,10,14,45,47,51,20
12/28/2004,18,29,32,38,43,50
12/24/2004,9,20,22,41,42,10
12/21/2004,7,22,27,31,38,12
12/17/2004,16,34,38,42,47,1
12/14/2004,14,27,32,34,40,2
12/10/2004,22,23,37,42,47,15
12/07/2004,1,19,22,32,49,29
12/03/2004,12,32,37,41,52,13
11/30/2004,10,20,22,28,52,4
11/26/2004,7,9,18,37,43,34
11/23/2004,8,30,32,35,51,17
11/19/2004,1,12,24,36,51,38
11/16/2004,9,10,27,28,30,18
11/12/2004,5,31,33,35,51,1
11/09/2004,11,20,26,28,52,7
11/05/2004,3,29,30,41,43,1
11/02/2004,24,32,42,49,50,3
10/29/2004,10,18,26,31,41,48
10/26/2004,14,25,39,43,49,27
10/22/2004,3,7,20,24,43,36
10/19/2004,6,13,19,34,50,33
10/15/2004,4,8,24,30,36,25
10/12/2004,4,18,19,39,51,13
10/08/2004,16,17,21,33,41,6
10/05/2004,8,34,39,48,49,47
10/01/2004,8,10,17,24,39,52
09/28/2004,1,18,39,42,50,35
09/24/2004,11,26,30,49,50,52
09/21/2004,1,3,15,19,29,39
09/17/2004,3,16,25,38,49,4
09/14/2004,12,35,37,38,50,49
09/10/2004,11,17,27,45,52,5
09/07/2004,13,30,36,38,51,35
09/03/2004,4,14,34,38,44,10
08/31/2004,14,15,25,42,44,3
08/27/2004,5,25,38,46,47,14
08/24/2004,2,5,21,47,50,46
08/20/2004,12,17,34,37,39,34
08/17/2004,22,23,26,28,36,10
08/13/2004,14,31,41,45,48,20
08/10/2004,18,25,29,31,44,33
08/06/2004,4,23,33,38,49,7
08/03/2004,1,2,13,16,22,31
07/30/2004,16,19,21,34,35,22
07/27/2004,8,10,11,13,24,46
07/23/2004,5,12,25,35,37,12
07/20/2004,6,15,21,32,44,13
07/16/2004,3,21,22,35,44,7
07/13/2004,13,31,37,39,52,38
07/09/2004,11,23,25,29,45,16
07/06/2004,6,7,8,31,48,19
07/02/2004,10,25,38,39,50,12
06/29/2004,10,13,19,28,38,1
06/25/2004,18,19,29,32,42,32
06/22/2004,9,10,17,41,52,19
06/18/2004,7,10,11,15,51,23
06/15/2004,18,23,27,29,44,24
06/11/2004,12,28,36,39,52,36
06/08/2004,17,24,29,37,45,43
06/04/2004,4,16,18,41,47,46
06/01/2004,7,16,17,26,48,15
05/28/2004,13,27,36,39,51,33
05/25/2004,5,18,34,36,39,43
05/21/2004,4,20,27,38,49,31
05/18/2004,2,36,44,46,51,45
05/14/2004,10,19,32,36,46,6
05/11/2004,9,25,30,34,37,30
05/07/2004,14,17,19,44,50,17
05/04/2004,3,15,29,37,39,40
04/30/2004,15,21,32,39,50,34
04/27/2004,1,10,17,23,35,45
04/23/2004,8,22,25,47,48,27
04/20/2004,12,22,37,46,48,49
04/16/2004,6,24,29,42,51,41
04/13/2004,13,36,39,50,51,34
04/09/2004,2,8,10,11,23,40
04/06/2004,8,17,29,32,39,49
04/02/2004,8,17,25,46,47,13
03/30/2004,3,27,31,41,45,33
03/26/2004,8,10,17,37,49,20
03/23/2004,12,22,35,39,46,32
03/19/2004,6,9,14,32,50,4
03/16/2004,3,28,45,49,51,52
03/12/2004,4,29,32,35,36,11
03/09/2004,16,23,29,36,51,49
03/05/2004,30,40,47,49,52,3
03/02/2004,25,30,35,40,50,4
02/27/2004,2,9,24,36,52,44
02/24/2004,6,11,43,49,52,21
02/20/2004,1,13,20,21,30,24
02/17/2004,2,8,34,36,52,21
02/13/2004,14,30,42,43,45,30
02/10/2004,3,7,10,22,32,23
02/06/2004,1,6,16,30,49,13
02/03/2004,9,21,26,35,41,17
01/30/2004,17,28,30,40,51,44
01/27/2004,6,10,20,38,50,27
01/23/2004,10,18,33,46,51,13
01/20/2004,5,7,14,21,45,36
01/16/2004,12,26,41,44,49,44
01/13/2004,3,17,18,21,45,21
01/09/2004,24,32,38,47,49,12
01/06/2004,7,13,15,25,32,9
01/02/2004,7,8,36,44,48,9
12/30/2003,12,18,21,32,46,49
12/26/2003,1,10,17,20,29,36
12/23/2003,2,13,21,22,49,52
12/19/2003,5,10,17,35,39,38
12/16/2003,16,24,31,46,47,47
12/12/2003,9,16,32,45,46,26
12/09/2003,4,14,15,24,48,41
12/05/2003,1,12,15,18,44,42
12/02/2003,10,13,24,34,49,4
11/28/2003,19,26,31,44,50,19
11/25/2003,22,32,37,40,41,52
11/21/2003,14,26,28,36,42,14
11/18/2003,4,11,25,30,52,36
11/14/2003,3,13,31,41,42,52
11/11/2003,2,5,17,21,22,43
11/07/2003,6,18,23,26,30,31
11/04/2003,16,24,43,44,45,22
10/31/2003,6,12,13,36,46,3
10/28/2003,6,9,20,40,47,26
10/24/2003,8,9,16,30,31,15
10/21/2003,18,34,46,51,52,38
10/17/2003,14,20,31,46,48,18
10/14/2003,18,19,21,33,40,29
10/10/2003,4,19,36,42,48,13
10/07/2003,1,2,22,40,41,43
10/03/2003,19,21,30,31,52,51
09/30/2003,2,26,37,40,46,49
09/26/2003,5,29,32,45,52,29
09/23/2003,5,16,24,49,51,28
09/19/2003,13,14,24,34,47,13
09/16/2003,15,20,24,30,46,42
09/12/2003,16,22,23,38,46,45
09/09/2003,14,15,30,39,46,30
09/05/2003,7,9,28,41,42,19
09/02/2003,22,26,27,32,39,14
08/29/2003,8,11,17,42,52,10
08/26/2003,9,28,42,44,49,47
08/22/2003,4,19,31,32,51,31
08/19/2003,7,11,24,28,52,16
08/15/2003,1,16,20,41,52,13
08/12/2003,8,11,18,35,51,26
08/08/2003,6,9,35,40,43,42
08/05/2003,7,32,34,38,44,49
08/01/2003,2,11,27,30,33,46
07/29/2003,1,17,19,32,42,33
07/25/2003,33,46,47,50,51,30
07/22/2003,1,5,31,38,47,3
07/18/2003,29,30,34,38,44,39
07/15/2003,1,26,33,43,48,22
07/11/2003,1,4,10,16,18,10
07/08/2003,2,9,27,29,35,18
07/04/2003,6,7,22,37,46,8
07/01/2003,28,32,39,45,48,31
06/27/2003,1,14,20,31,40,43
06/24/2003,2,26,43,44,47,31
06/20/2003,1,2,3,12,37,35
06/17/2003,27,31,34,40,52,1
06/13/2003,12,15,16,20,51,33
06/10/2003,14,15,23,32,52,37
06/06/2003,10,14,28,39,40,35
06/03/2003,4,20,25,29,32,20
05/30/2003,1,21,28,33,51,3
05/27/2003,10,11,17,20,26,3
05/23/2003,12,20,31,33,50,17
05/20/2003,2,16,36,44,49,3
05/16/2003,5,10,16,26,39,52
05/13/2003,17,20,47,49,50,34
05/09/2003,1,10,20,22,28,39
05/06/2003,5,14,32,44,52,24
05/02/2003,2,5,19,32,34,52
04/29/2003,6,8,9,33,35,32
04/25/2003,1,12,32,48,51,29
04/22/2003,3,9,15,28,52,7
04/18/2003,5,15,24,50,52,3
04/15/2003,16,29,31,39,52,21
04/11/2003,15,26,27,38,39,46
04/08/2003,8,10,24,38,45,6
04/04/2003,6,22,28,31,40,18
04/01/2003,7,12,26,45,47,36
03/28/2003,8,12,21,27,29,15
03/25/2003,15,21,37,40,42,7
03/21/2003,6,17,18,40,50,8
03/18/2003,13,14,16,29,49,29
03/14/2003,3,6,14,31,33,8
03/11/2003,10,15,26,28,39,10
03/07/2003,7,10,32,36,41,33
03/04/2003,2,26,36,37,41,22
02/28/2003,11,16,26,48,49,13
02/25/2003,2,4,6,37,47,38
02/21/2003,21,28,29,40,51,20
02/18/2003,12,22,29,42,50,11
02/14/2003,11,13,19,32,47,21
02/11/2003,18,20,23,48,49,10
02/07/2003,3,9,20,26,27,50
02/04/2003,5,12,16,22,24,48
01/31/2003,1,8,9,19,22,21
01/28/2003,13,24,26,32,47,34
01/24/2003,16,31,37,40,41,5
01/21/2003,4,41,48,50,51,23
01/17/2003,25,26,38,42,46,27
01/14/2003,30,39,41,47,52,27
01/10/2003,7,17,18,34,50,18
01/07/2003,15,16,28,34,51,33
01/03/2003,6,14,28,37,46,3
12/31/2002,8,21,29,42,51,34
12/27/2002,11,14,26,30,39,3
12/24/2002,8,24,39,43,52,43
12/20/2002,10,14,41,46,49,52
12/17/2002,3,7,21,29,49,46
12/13/2002,2,13,14,24,46,34
12/10/2002,3,5,9,16,31,28
12/06/2002,4,8,30,36,52,48
12/03/2002,1,15,19,40,51,26
11/29/2002,8,25,33,42,49,40
11/26/2002,3,21,27,31,43,34
11/22/2002,11,16,19,22,46,5
11/19/2002,7,16,20,40,52,8
11/15/2002,6,17,44,49,51,39
11/12/2002,3,28,45,48,50,24
11/08/2002,17,19,37,47,48,14
11/05/2002,2,7,16,28,36,47
11/01/2002,5,10,22,23,43,37
10/29/2002,9,10,14,41,49,35
10/25/2002,8,15,34,39,47,4
10/22/2002,16,20,26,36,48,32
10/18/2002,10,31,40,48,51,38
10/15/2002,6,20,27,34,51,22
10/11/2002,9,11,17,26,41,29
10/08/2002,18,34,43,47,50,25
10/04/2002,10,42,43,45,51,1
10/01/2002,7,21,30,32,37,15
09/27/2002,23,27,30,33,36,5
09/24/2002,8,32,34,42,50,21
09/20/2002,1,2,4,5,46,8
09/17/2002,7,10,19,26,44,5
09/13/2002,24,32,37,40,51,12
09/10/2002,4,6,10,21,25,21
09/06/2002,31,39,42,49,51,35
09/03/2002,8,23,36,49,51,10
08/30/2002,6,31,32,42,51,42
08/27/2002,2,5,11,18,45,22
08/23/2002,5,19,20,45,48,44
08/20/2002,2,13,20,23,43,6
08/16/2002,22,31,33,44,52,43
08/13/2002,3,10,15,18,25,52
08/09/2002,7,17,23,43,44,26
08/06/2002,2,6,38,40,50,14
08/02/2002,10,16,23,28,31,7
07/30/2002,2,6,22,27,44,1
07/26/2002,20,27,28,37,49,32
07/23/2002,10,12,29,32,38,7
07/19/2002,7,15,24,37,46,9
07/16/2002,10,24,35,49,52,47
07/12/2002,13,19,23,38,47,15
07/09/2002,26,29,31,44,48,40
07/05/2002,11,20,26,29,41,41
07/02/2002,14,22,32,35,44,6
06/28/2002,18,31,49,50,51,4
06/25/2002,4,18,21,27,41,50
06/21/2002,13,18,32,39,49,6
06/18/2002,6,13,18,27,45,18
06/14/2002,4,8,32,37,43,2
06/11/2002,5,6,9,33,44,52
06/07/2002,14,22,27,28,42,13
06/04/2002,3,25,29,30,48,48
05/31/2002,12,28,45,46,52,47
05/28/2002,6,21,22,29,32,24
05/24/2002,2,4,32,44,52,36
05/21/2002,4,28,39,41,44,9
05/17/2002,15,18,25,33,47,30
04/27/2021,15,22,30,41,42,25
04/30/2021,8,19,26,48,49,5
05/04/2021,4,27,32,57,63,22
05/07/2021,5,10,19,21,50,10
05/11/2021,7,8,20,36,39,22
05/14/2021,3,18,41,44,68,3
05/18/2021,3,5,56,61,66,4
05/21/2021,6,9,17,18,48,8
05/25/2021,14,21,31,34,54,11
05/28/2021,10,14,20,47,70,15
06/01/2021,7,11,33,58,63,23
06/04/2021,4,30,34,41,64,8
06/08/2021,9,22,39,41,54,19
06/11/2021,4,43,56,63,68,13
06/15/2021,18,22,27,38,52,11
06/18/2021,14,36,44,46,53,18
06/22/2021,1,26,48,51,59,25
06/25/2021,17,20,42,45,65,12
06/29/2021,7,38,50,52,69,21
07/02/2021,8,31,32,34,45,19
07/06/2021,18,47,63,68,69,14
07/09/2021,6,37,39,41,46,17
07/13/2021,3,10,17,26,55,24
07/16/2021,24,25,47,52,57,24
07/20/2021,10,26,30,52,57,10
07/23/2021,13,17,19,40,69,17
07/27/2021,2,35,36,54,64,11
07/30/2021,19,26,31,52,68,10
08/03/2021,1,9,17,27,34,24
08/06/2021,9,18,40,46,69,9
08/10/2021,29,45,50,59,62,12
08/13/2021,17,21,35,40,53,11
08/17/2021,3,6,16,38,56,24
08/20/2021,41,43,51,57,70,1
08/24/2021,17,18,26,52,67,19
08/27/2021,1,10,44,47,56,23
08/31/2021,8,14,31,58,68,15
09/03/2021,7,10,12,61,65,3
09/07/2021,15,17,25,32,53,12
09/10/2021,20,32,35,47,64,18
09/14/2021,4,13,19,63,64,16
09/17/2021,17,32,40,59,61,18
09/21/2021,36,41,45,51,56,13
09/24/2021,17,21,27,43,56,15
09/28/2021,18,30,43,68,69,22
10/01/2021,21,25,36,62,63,6
10/05/2021,7,11,18,30,36,4
10/08/2021,21,24,36,40,70,22
10/12/2021,21,26,56,61,65,4
10/15/2021,3,20,31,34,65,18
10/19/2021,3,12,13,19,52,1
10/22/2021,9,14,26,29,66,22
10/26/2021,6,14,19,56,62,9
10/29/2021,15,26,28,35,45,4
11/02/2021,5,10,26,58,65,9
11/05/2021,10,15,20,66,68,18
11/09/2021,9,14,16,26,49,14
11/12/2021,30,32,42,46,48,15
11/16/2021,6,22,44,53,65,3
11/19/2021,5,23,52,53,59,18
11/23/2021,7,24,54,57,58,6
11/26/2021,7,27,37,42,59,2
11/30/2021,7,8,26,30,39,17
12/03/2021,22,45,48,58,61,13
12/07/2021,1,7,40,43,68,1
12/10/2021,23,25,40,42,60,8
12/14/2021,33,35,44,55,69,20
12/17/2021,21,32,38,48,62,10
12/21/2021,25,31,58,64,67,24
12/24/2021,16,17,25,36,37,16
12/28/2021,3,5,8,31,38,4
12/31/2021,2,5,30,46,61,8
01/04/2022,4,6,16,21,22,1
01/07/2022,7,29,43,56,57,6
01/11/2022,2,3,19,52,58,16
01/14/2022,5,8,13,22,48,25
01/18/2022,4,19,39,42,52,9
01/21/2022,38,45,46,55,67,18
01/25/2022,3,12,38,53,58,13
01/28/2022,3,16,25,44,55,13
02/01/2022,11,24,38,62,66,1
02/04/2022,7,16,34,44,61,24
02/08/2022,1,17,20,52,54,2
02/11/2022,11,16,23,24,30,24
02/15/2022,2,4,15,21,63,19
02/18/2022,6,11,50,63,68,17
02/22/2022,6,17,22,57,62,3
02/25/2022,15,31,40,56,66,4
03/01/2022,18,22,38,39,50,18
03/04/2022,11,19,28,46,47,5
03/08/2022,7,18,38,58,64,24
03/11/2022,24,28,39,44,66,25
03/15/2022,9,14,28,59,60,24
03/18/2022,2,6,25,40,45,5
03/22/2022,8,15,21,27,61,8
03/25/2022,3,13,42,51,58,17
03/29/2022,7,22,36,45,47,12
04/01/2022,26,42,47,48,63,21
04/05/2022,22,43,60,63,64,18
04/08/2022,8,11,29,32,40,2
04/12/2022,2,8,14,20,31,17
04/15/2022,4,17,20,46,64,23
04/19/2022,2,9,33,47,53,24
04/22/2022,7,28,29,58,59,10
04/26/2022,5,7,19,46,69,2
04/29/2022,9,11,34,49,66,15
05/03/2022,15,19,27,35,57,17
05/06/2022,16,21,33,52,70,10
05/10/2022,15,19,20,61,70,6
05/13/2022,11,41,43,44,65,13
05/17/2022,7,21,24,41,65,24
05/20/2022,33,40,59,60,69,22
05/24/2022,3,5,6,63,68,25
05/27/2022,3,14,40,53,54,8
05/31/2022,6,15,41,63,64,24
06/03/2022,11,16,22,48,59,11
06/07/2022,4,34,40,41,53,3
06/10/2022,3,12,14,18,32,4
06/14/2022,30,37,38,42,58,22
06/17/2022,20,36,53,56,69,16
06/21/2022,8,13,18,32,42,20
06/24/2022,1,7,11,25,56,14
06/28/2022,7,12,21,43,55,11
07/01/2022,1,27,29,38,62,12
07/05/2022,27,31,50,51,61,21
07/08/2022,20,36,61,62,69,20
07/12/2022,4,7,10,45,64,12
07/15/2022,8,20,26,53,64,15
07/19/2022,2,31,32,37,70,25
07/22/2022,14,40,60,64,66,16
07/26/2022,7,29,60,63,66,15
07/29/2022,13,36,45,57,67,14
08/02/2022,10,14,25,37,63,14
08/05/2022,2,5,29,64,69,18
08/09/2022,1,8,10,25,32,13
08/12/2022,23,24,50,54,64,3
08/16/2022,33,35,41,45,51,1
08/19/2022,12,18,24,46,65,3
08/23/2022,3,5,47,48,67,7
08/26/2022,6,27,30,38,64,23
08/30/2022,2,38,55,57,65,17
09/02/2022,39,40,52,60,67,20
09/06/2022,6,17,46,59,68,2
09/09/2022,16,21,54,55,69,22
09/13/2022,14,25,38,59,64,21
09/16/2022,15,30,35,38,66,12
09/20/2022,9,21,28,30,52,10
09/23/2022,5,50,53,58,64,22
09/27/2022,8,14,24,43,51,9
09/30/2022,16,26,37,40,51,6
10/04/2022,15,18,25,33,38,25
10/07/2022,6,11,29,36,55,21
10/11/2022,3,7,11,13,38,1
10/14/2022,9,22,26,41,44,19
10/18/2022,1,15,20,44,67,23
10/21/2022,34,36,43,45,68,22
10/25/2022,21,30,35,45,66,21
10/28/2022,4,18,31,53,69,7
11/01/2022,5,9,15,16,17,25
11/04/2022,2,20,47,55,59,19
11/08/2022,5,13,29,38,59,23
11/11/2022,1,5,17,37,70,22
11/15/2022,6,19,28,46,61,18
11/18/2022,2,14,16,38,66,9
11/22/2022,13,23,24,25,43,2
11/25/2022,29,31,46,54,67,18
11/29/2022,20,23,37,46,52,6
12/02/2022,1,21,36,46,52,16
12/06/2022,15,16,19,28,47,13
12/09/2022,8,19,53,61,69,19
12/13/2022,14,22,48,58,68,6
12/16/2022,8,35,40,53,56,11
12/20/2022,3,4,33,36,52,17
12/23/2022,15,21,32,38,62,8
12/27/2022,9,13,36,59,61,11
12/30/2022,1,3,6,44,51,7
01/03/2023,25,29,33,41,44,18
01/06/2023,3,20,46,59,63,13
01/10/2023,7,13,14,15,18,9
01/13/2023,30,43,45,46,61,14
01/17/2023,2,12,18,24,39,18
01/20/2023,20,29,31,64,66,17
01/24/2023,33,41,47,50,62,20
01/27/2023,4,43,46,47,61,22
01/31/2023,7,9,18,29,39,13
02/03/2023,1,4,50,54,59,17
02/07/2023,9,15,46,55,57,4
02/10/2023,20,29,30,52,58,19
02/14/2023,23,24,35,40,43,1
02/17/2023,2,33,38,57,70,13
02/21/2023,2,15,30,36,63,24
02/24/2023,2,22,49,65,67,7
02/28/2023,14,16,40,52,59,13
03/03/2023,8,25,36,39,67,11
03/07/2023,15,22,25,28,69,21
03/10/2023,9,20,59,60,63,5
03/14/2023,1,7,23,38,55,2
03/17/2023,26,28,29,39,49,25
03/21/2023,1,21,25,27,40,11
03/24/2023,14,17,33,42,66,15
03/28/2023,2,3,18,32,68,24
03/31/2023,16,26,27,42,61,23
04/04/2023,1,37,45,62,64,4
04/07/2023,12,32,49,51,66,21
04/11/2023,31,35,53,54,55,24
04/14/2023,23,27,41,48,51,22
04/18/2023,7,9,15,19,25,4
04/21/2023,3,21,29,46,63,9
04/25/2023,8,29,46,47,48,12
04/28/2023,18,38,53,62,64,20
05/02/2023,3,15,16,32,41,9
05/05/2023,16,18,28,42,43,11
05/09/2023,4,37,46,48,51,19
05/12/2023,1,2,23,40,45,15
05/16/2023,15,34,36,69,70,17
05/19/2023,5,11,41,44,55,14
05/23/2023,3,10,22,65,66,19
05/26/2023,12,20,37,41,64,1
05/30/2023,13,16,40,64,68,21
06/02/2023,3,16,19,36,60,25
06/06/2023,6,12,23,29,57,4
06/09/2023,3,19,53,60,68,13
06/13/2023,8,10,19,44,47,4
06/16/2023,4,24,34,45,57,19
06/20/2023,6,37,39,45,46,21
06/23/2023,13,62,65,67,69,14
06/27/2023,8,34,35,41,52,12
